number_game;date;l_1;l_2;r_1;r_2;all_tickets;combination;totat_winnings_rub;super_prize_rub
235073;2023-09-15T23:42;10;26;11;21;993;1389;8880;237920
235074;2023-09-15T23:57;6;4;20;1;945;1273;7000;242930
235075;2023-09-16T00:12;4;11;8;17;816;951;11420;248660
235076;2023-09-16T00:27;21;6;24;12;936;1200;6400;246750
235077;2023-09-16T00:42;10;21;16;20;832;1043;6880;252350
235078;2023-09-16T00:57;20;22;23;12;722;1305;10580;255900
235079;2023-09-16T01:12;21;20;22;15;638;885;6560;258370
235080;2023-09-16T01:27;9;20;14;24;567;895;5640;260660
235081;2023-09-16T01:42;25;4;17;9;501;597;3220;263970
235082;2023-09-16T01:57;20;22;4;17;475;513;5380;266720
235083;2023-09-16T02:12;24;20;4;22;449;549;4300;266470
235084;2023-09-16T02:27;8;2;6;24;433;481;3360;267660
235085;2023-09-16T02:42;23;17;4;10;452;487;3900;269110
235086;2023-09-16T02:57;2;9;25;22;523;570;3380;270080
235087;2023-09-16T03:12;18;24;25;9;375;424;2780;272400
235088;2023-09-16T03:27;18;24;7;24;410;488;2760;273860
235089;2023-09-16T03:42;4;13;3;11;402;480;3380;275980
235090;2023-09-16T03:57;26;10;7;3;346;415;3260;277400
235091;2023-09-16T04:12;20;14;9;18;392;468;3140;278290
235092;2023-09-16T04:27;2;22;1;8;464;542;3720;279830
235093;2023-09-16T04:42;19;11;2;14;518;652;3600;281530
235094;2023-09-16T04:57;23;24;15;20;485;538;2680;284450
235095;2023-09-16T05:12;23;2;23;9;767;853;4900;287150
235096;2023-09-16T05:27;9;21;2;1;545;675;3420;290780
235097;2023-09-16T05:42;6;14;12;2;624;731;4920;294110
235098;2023-09-16T05:57;8;24;16;1;736;919;12280;296500
235099;2023-09-16T06:12;8;5;24;26;752;933;7120;293410
235100;2023-09-16T06:27;6;4;22;17;795;1083;7300;295620
235101;2023-09-16T06:42;4;6;6;4;789;995;5740;299150
235102;2023-09-16T06:57;18;26;10;11;904;1149;8220;303360
235103;2023-09-16T07:12;3;14;26;16;1036;1267;7940;306630
235104;2023-09-16T07:27;20;11;18;10;1673;2088;17940;311360
235105;2023-09-16T07:42;5;17;1;10;1063;1362;8720;314300
235106;2023-09-16T07:57;5;6;2;13;1258;1573;11440;319200
235107;2023-09-16T08:12;12;20;24;7;1363;1689;17260;323490
235108;2023-09-16T08:27;7;25;10;7;1232;1514;11560;323120
235109;2023-09-16T08:42;1;20;15;17;1219;1591;10680;326700
235110;2023-09-16T08:57;14;15;6;20;1409;1830;10480;331930
235111;2023-09-16T09:12;16;21;17;2;1400;1653;14640;339750
235112;2023-09-16T09:27;13;21;12;17;1458;1896;15780;341640
235113;2023-09-16T09:42;17;12;22;16;1442;2494;16240;344820
235114;2023-09-16T09:57;10;15;25;15;1730;2214;12420;353520
235115;2023-09-16T10:12;20;26;24;15;1557;2042;12840;363240
235116;2023-09-16T10:27;23;17;12;7;1686;2147;18500;370820
235117;2023-09-16T10:42;19;1;5;1;1697;2041;12040;373790
235118;2023-09-16T10:57;19;20;1;3;1887;2729;16200;382160
235119;2023-09-16T11:12;26;1;14;3;1922;2553;15420;393250
235120;2023-09-16T11:27;7;23;5;11;2121;2577;19720;403360
235121;2023-09-16T11:42;22;15;18;22;2095;2865;19360;409410
235122;2023-09-16T11:57;5;21;3;1;2090;2963;20020;418700
235123;2023-09-16T12:12;6;16;20;10;2143;2857;20000;428310
235124;2023-09-16T12:27;8;20;25;19;2173;2689;19260;436880
235125;2023-09-16T12:42;14;21;6;7;2312;3343;25920;444510
235126;2023-09-16T12:57;9;7;9;10;2145;2586;477880;450920
235127;2023-09-16T13:12;25;4;26;11;1550;1947;10560;100000
235128;2023-09-16T13:27;3;7;25;13;1248;1619;12480;100000
235129;2023-09-16T13:42;23;13;16;5;1123;1522;9840;100000
235130;2023-09-16T13:57;5;7;24;5;1145;1554;10080;100000
235131;2023-09-16T14:12;13;11;5;17;1066;1482;13400;100000
235132;2023-09-16T14:27;16;22;2;8;946;1666;11960;100000
235133;2023-09-16T14:42;15;16;5;2;945;1217;7740;100000
235134;2023-09-16T14:57;20;23;9;19;1008;1384;11460;100000
235135;2023-09-16T15:12;3;20;8;22;1045;1240;9780;100000
235136;2023-09-16T15:27;7;17;26;16;1144;1458;8700;100000
235137;2023-09-16T15:42;15;4;3;16;939;1114;7680;100000
235138;2023-09-16T16:27;2;7;7;16;2132;2820;22440;100000
235139;2023-09-16T17:12;25;26;18;10;2398;3063;15440;100000
235140;2023-09-16T17:27;22;6;16;18;1078;1421;11760;100000
235141;2023-09-16T17:42;25;20;4;19;959;1078;8120;100000
235142;2023-09-16T17:57;5;3;26;15;959;1134;7620;100000
235143;2023-09-16T18:12;14;19;18;19;801;938;6580;100000
235144;2023-09-16T18:57;6;19;15;2;1861;2195;15920;100000
235145;2023-09-16T19:12;16;17;13;11;865;2004;12300;100000
235146;2023-09-16T19:27;3;22;12;6;928;1226;6240;100000
235147;2023-09-16T19:42;25;13;20;9;944;1152;9680;100720
235148;2023-09-16T19:57;15;26;10;4;954;1265;7380;102560
235149;2023-09-16T20:12;25;22;24;9;1005;2040;12260;107830
235150;2023-09-16T20:27;10;3;14;21;877;1722;20180;115970
235151;2023-09-16T20:42;20;9;14;22;951;1234;9760;113010
235152;2023-09-16T20:57;7;25;10;17;880;1859;144420;100000
235153;2023-09-16T21:12;7;19;13;25;917;1089;8580;100000
235154;2023-09-16T21:27;19;16;14;20;724;836;4840;100000
235155;2023-09-16T21:42;12;15;8;23;864;1041;7380;100000
235156;2023-09-16T21:57;22;18;16;4;992;1405;9960;100000
235157;2023-09-16T22:12;16;10;16;3;849;1095;8640;100000
235158;2023-09-16T22:27;3;2;25;4;961;1665;11600;100000
235159;2023-09-16T22:42;24;22;23;2;694;830;5340;100000
235160;2023-09-16T22:57;16;6;21;19;689;817;4960;100000
235161;2023-09-16T23:12;5;19;10;13;700;795;4940;100000
235162;2023-09-16T23:27;18;24;24;12;675;826;4100;100000
235163;2023-09-16T23:42;26;14;24;6;564;679;3420;100000
235164;2023-09-16T23:57;23;21;12;21;563;623;4760;100000
235165;2023-09-17T00:12;13;7;20;4;499;686;7280;100000
235166;2023-09-17T00:27;16;11;16;13;555;725;5260;100000
235167;2023-09-17T00:42;2;5;20;17;503;560;3320;100000
235168;2023-09-17T00:57;12;11;25;18;435;518;2720;100000
235169;2023-09-17T01:12;22;20;24;20;354;516;3660;100000
235170;2023-09-17T01:27;5;14;14;23;324;372;2760;100000
235171;2023-09-17T01:42;6;19;25;10;270;298;1940;100000
235172;2023-09-17T01:57;10;24;16;4;233;275;2680;100000
235173;2023-09-17T02:12;23;9;12;24;229;262;1940;100000
235174;2023-09-17T02:27;12;10;13;24;215;249;1200;100000
235175;2023-09-17T02:42;5;22;7;8;218;242;1360;100000
235176;2023-09-17T02:57;13;26;17;14;277;360;5000;100000
235177;2023-09-17T03:12;21;15;11;10;212;257;1320;100000
235178;2023-09-17T03:27;21;25;22;7;221;271;2700;100000
235179;2023-09-17T03:42;11;3;16;1;206;220;1360;100000
235180;2023-09-17T03:57;11;6;14;19;202;218;1340;100000
235181;2023-09-17T04:12;12;2;25;13;240;264;1620;100000
235182;2023-09-17T04:27;23;9;21;12;185;368;1500;100000
235183;2023-09-17T04:42;25;9;24;26;204;238;1260;100000
235184;2023-09-17T04:57;10;12;22;18;219;281;2680;100000
235185;2023-09-17T05:12;15;26;8;17;268;303;2020;100000
235186;2023-09-17T05:27;23;11;3;19;283;340;1800;100000
235187;2023-09-17T05:42;3;23;7;5;257;345;2020;100000
235188;2023-09-17T05:57;10;5;10;5;266;322;3260;100000
235189;2023-09-17T06:12;18;10;12;2;314;366;3160;100000
235190;2023-09-17T06:27;11;3;18;20;371;442;2440;100000
235191;2023-09-17T06:42;15;23;7;2;409;489;3900;100000
235192;2023-09-17T06:57;17;21;22;11;435;558;3160;100000
235193;2023-09-17T07:12;21;23;7;24;411;519;4380;100000
235194;2023-09-17T07:27;6;9;5;8;543;648;4680;100000
235195;2023-09-17T07:42;9;23;21;10;567;674;5220;100000
235196;2023-09-17T07:57;26;23;22;25;575;726;3320;100000
235197;2023-09-17T08:12;6;12;16;10;595;757;5580;100000
235198;2023-09-17T08:27;4;1;21;19;543;728;3740;100000
235199;2023-09-17T08:42;7;1;11;9;616;718;5940;100000
235200;2023-09-17T08:57;4;2;20;9;651;825;4800;100000
235201;2023-09-17T09:12;3;20;3;18;754;899;4980;100000
235202;2023-09-17T09:27;1;4;13;5;754;855;6940;100000
235203;2023-09-17T09:42;16;13;21;25;759;909;4560;100000
235204;2023-09-17T09:57;3;2;12;24;696;877;4460;100000
235205;2023-09-17T10:12;17;3;10;13;839;958;7600;100030
235206;2023-09-17T10:27;24;17;4;15;1091;1204;11340;102010
235207;2023-09-17T10:42;5;23;15;4;1282;1515;117860;108440
235208;2023-09-17T10:57;3;10;9;22;1291;1475;10540;100000
235209;2023-09-17T11:12;22;4;26;8;1776;2266;15540;100000
235210;2023-09-17T11:27;25;1;25;4;2033;2818;16980;100000
235211;2023-09-17T11:42;12;20;9;11;2607;3636;25800;100000
235212;2023-09-17T11:57;24;5;15;21;2528;3581;22980;100000
235213;2023-09-17T12:12;13;21;20;11;2369;3053;20820;100000
235214;2023-09-17T12:27;20;15;10;16;2138;2948;22240;100000
235215;2023-09-17T12:42;25;13;17;25;2022;2754;18340;100000
235216;2023-09-17T12:57;22;2;2;22;2028;2490;14100;100000
235217;2023-09-17T13:12;16;6;4;7;1724;2303;16760;100000
235218;2023-09-17T13:27;19;16;13;24;1879;2311;16580;100000
235219;2023-09-17T13:42;15;18;1;9;1350;1669;9180;100000
235220;2023-09-17T13:57;9;24;9;4;1448;1851;14840;103180
235221;2023-09-17T14:12;8;24;8;15;1407;1760;12640;106850
235222;2023-09-17T14:27;17;7;5;11;1499;1980;14700;111810
235223;2023-09-17T14:42;26;20;5;25;1754;2166;13340;116910
235224;2023-09-17T14:57;15;11;23;10;1756;2142;16640;125230
235225;2023-09-17T15:12;8;6;22;20;1583;1931;16600;130010
235226;2023-09-17T15:27;14;19;11;10;1540;1849;12360;132720
235227;2023-09-17T15:42;12;24;8;5;1373;1595;10400;138850
235228;2023-09-17T15:57;5;20;15;3;1549;1936;11740;144400
235229;2023-09-17T16:12;23;21;1;6;1743;2324;14760;152020
235230;2023-09-17T16:27;5;7;7;12;1502;1788;11700;160500
235231;2023-09-17T16:42;11;22;17;23;1688;2156;17680;166680
235232;2023-09-17T16:57;26;23;8;21;1717;2170;13220;170560
235233;2023-09-17T17:12;14;26;25;12;1402;1851;10580;179040
235234;2023-09-17T17:27;3;17;2;14;1745;2080;12660;186970
235235;2023-09-17T17:42;20;4;17;21;1697;2086;12480;195110
235236;2023-09-17T17:57;21;8;16;24;1668;1991;13720;203490
235237;2023-09-17T18:12;8;3;16;26;1557;1990;11980;209680
235238;2023-09-17T18:27;25;9;6;21;1423;1766;11220;217600
235239;2023-09-17T18:42;1;21;17;1;1477;1927;12060;224040
235240;2023-09-17T18:57;15;13;1;15;1498;1805;10180;231250
235241;2023-09-17T19:12;13;12;17;5;1447;2048;17120;239120
235242;2023-09-17T19:27;14;3;25;20;1538;2038;13140;242480
235243;2023-09-17T19:42;10;5;18;14;1751;2167;13920;249720
235244;2023-09-17T19:57;19;20;3;14;1656;2464;19320;257470
235245;2023-09-17T20:12;7;10;25;11;1528;1871;12540;262790
235246;2023-09-17T20:27;21;18;19;24;1603;2326;14020;268960
235247;2023-09-17T20:42;3;26;23;16;1611;2083;13880;278200
235248;2023-09-17T20:57;7;5;26;24;1343;1803;10280;285150
235249;2023-09-17T21:12;8;18;13;12;1390;1833;13960;292900
235250;2023-09-17T21:27;26;23;9;4;1436;1823;12720;297270
235251;2023-09-17T21:42;2;23;5;26;1642;1936;11660;302780
235252;2023-09-17T21:57;18;10;8;2;1895;2181;18080;310480
235253;2023-09-17T22:12;11;2;12;9;1550;1896;18340;314210
235254;2023-09-17T22:27;7;5;16;26;1706;2821;22980;314830
235255;2023-09-17T22:42;24;3;16;7;1613;3870;47180;320060
235256;2023-09-17T22:57;1;7;10;13;1436;8151;54060;311580
235257;2023-09-17T23:12;21;20;2;13;2389;3333;19800;339030
235258;2023-09-17T23:27;4;19;24;5;1484;1769;10420;352560
235259;2023-09-17T23:42;26;20;14;26;1434;1712;11840;359830
235260;2023-09-17T23:57;7;26;8;16;1132;1451;9580;365110
235261;2023-09-18T00:12;20;4;4;5;1061;1488;10640;370040
235262;2023-09-18T00:27;4;23;11;5;956;1244;7760;374280
235263;2023-09-18T00:42;23;24;14;6;830;3543;25680;378960
235264;2023-09-18T00:57;21;7;25;13;744;1986;408572;399552
235265;2023-09-18T01:12;18;2;14;26;417;432;2400;100000
235266;2023-09-18T01:27;11;10;18;11;375;395;2800;100000
235267;2023-09-18T01:42;8;20;14;5;321;333;3080;100000
235268;2023-09-18T01:57;26;2;22;18;320;342;1600;100000
235269;2023-09-18T02:12;24;26;5;22;268;280;1860;100000
235270;2023-09-18T02:27;8;11;14;7;307;347;2320;100000
235271;2023-09-18T02:42;8;26;9;14;260;292;2240;100000
235272;2023-09-18T02:57;4;13;12;11;261;294;1660;100000
235273;2023-09-18T03:12;26;25;19;26;215;250;1280;100000
235274;2023-09-18T03:27;24;6;20;4;236;264;1340;100000
235275;2023-09-18T03:42;14;21;5;15;199;215;1520;100000
235276;2023-09-18T03:57;17;25;17;23;203;228;1500;100000
235277;2023-09-18T04:12;26;23;9;1;206;218;1000;100000
235278;2023-09-18T04:27;2;12;23;8;208;243;2220;100000
235279;2023-09-18T04:42;21;1;23;14;212;253;1520;100000
235280;2023-09-18T04:57;4;22;2;23;241;258;2520;100000
235281;2023-09-18T05:12;25;2;26;9;251;271;1500;100000
235282;2023-09-18T05:27;14;8;7;9;253;344;3020;100000
235283;2023-09-18T05:42;16;17;9;10;245;333;2460;100000
235284;2023-09-18T05:57;21;15;16;9;277;319;2200;100000
235285;2023-09-18T06:12;18;17;9;7;539;560;4220;100000
235286;2023-09-18T06:27;19;5;6;11;316;330;3460;100000
235287;2023-09-18T06:42;22;12;12;16;346;363;1800;100000
235288;2023-09-18T06:57;6;8;8;2;407;508;7500;100000
235289;2023-09-18T07:12;16;7;17;11;502;577;4440;100000
235290;2023-09-18T07:27;9;15;23;8;556;887;5200;100000
235291;2023-09-18T07:42;11;9;3;6;551;619;5160;100000
235292;2023-09-18T07:57;8;11;18;5;551;643;5620;100000
235293;2023-09-18T08:12;15;3;20;16;595;661;5080;100000
235294;2023-09-18T08:27;15;24;19;1;708;949;6360;100000
235295;2023-09-18T08:42;6;16;12;25;639;797;6260;100000
235296;2023-09-18T08:57;18;14;12;8;696;872;6300;100000
235297;2023-09-18T09:12;13;24;19;8;827;1055;106680;100000
235298;2023-09-18T09:27;18;6;20;8;927;1045;7300;100000
235299;2023-09-18T09:42;6;15;14;25;932;1082;6900;100000
235300;2023-09-18T09:57;8;12;14;7;890;1138;7980;100000
235301;2023-09-18T10:12;22;25;25;7;860;1077;5620;100000
235302;2023-09-18T10:27;17;23;22;19;877;1031;8640;100000
235303;2023-09-18T10:42;26;11;3;11;917;1087;7940;100000
235304;2023-09-18T10:57;11;20;22;4;987;1220;7480;100000
235305;2023-09-18T11:12;22;21;3;8;944;1148;7220;100000
235306;2023-09-18T11:27;10;16;25;20;904;1068;7260;100000
235307;2023-09-18T11:42;3;11;24;10;867;1630;7940;100000
235308;2023-09-18T11:57;23;14;19;15;932;1681;12200;100000
235309;2023-09-18T12:12;22;17;2;15;863;1041;6240;100000
235310;2023-09-18T12:27;25;7;13;19;780;912;6300;100000
235311;2023-09-18T12:42;1;15;7;15;900;2137;16340;100000
235312;2023-09-18T12:57;5;8;6;10;918;1078;7660;100000
235313;2023-09-18T13:12;20;4;26;6;860;1017;5940;100000
235314;2023-09-18T13:27;24;26;1;5;833;944;6360;100000
235315;2023-09-18T13:42;20;25;10;22;884;955;5440;100000
235316;2023-09-18T13:57;12;18;19;24;800;957;5780;100000
235317;2023-09-18T14:12;6;4;25;9;750;938;7200;100000
235318;2023-09-18T14:27;21;2;16;14;768;1052;5060;100000
235319;2023-09-18T14:42;25;5;3;13;803;926;5160;100000
235320;2023-09-18T14:57;12;9;26;25;902;1040;6580;100000
235321;2023-09-18T15:12;21;2;11;22;805;971;6360;100000
235322;2023-09-18T15:27;9;20;12;18;870;1100;7320;100000
235323;2023-09-18T15:42;24;9;7;23;855;1001;7180;100000
235324;2023-09-18T15:57;7;18;21;9;836;1003;9220;101360
235325;2023-09-18T16:12;11;12;10;16;1028;1351;10220;102170
235326;2023-09-18T16:27;9;6;15;26;992;1269;8380;105460
235327;2023-09-18T16:42;18;17;3;5;947;1281;8760;109770
235328;2023-09-18T16:57;20;3;3;23;1018;1156;6600;113820
235329;2023-09-18T17:12;3;7;11;8;919;1041;9100;118780
235330;2023-09-18T17:27;3;14;9;13;971;1146;7860;120090
235331;2023-09-18T17:42;11;16;24;10;961;1137;7320;123690
235332;2023-09-18T17:57;14;9;2;25;1059;1242;7260;127740
235333;2023-09-18T18:12;14;4;15;21;1000;1288;8180;132900
235334;2023-09-18T18:27;3;1;26;16;1128;1376;6660;137600
235335;2023-09-18T18:42;26;22;15;24;1138;1315;7040;144700
235336;2023-09-18T18:57;15;11;15;25;1158;1434;11340;150810
235337;2023-09-18T19:12;4;23;1;22;1145;1383;8180;153810
235338;2023-09-18T19:27;3;22;14;25;1141;1553;8800;159460
235339;2023-09-18T19:42;16;19;9;2;1274;1630;10500;166190
235340;2023-09-18T19:57;13;25;13;3;1185;1570;7420;171990
235341;2023-09-18T20:12;1;8;8;5;1112;1380;13580;180270
235342;2023-09-18T20:27;17;26;10;1;1118;1331;6420;180490
235343;2023-09-18T20:42;7;3;7;2;1075;1513;13700;187380
235344;2023-09-18T20:57;14;13;5;21;1084;1269;10320;188810
235345;2023-09-18T21:12;26;10;12;8;1065;1333;8880;191180
235346;2023-09-18T21:27;25;1;6;18;1004;1252;8620;195630
235347;2023-09-18T21:42;26;24;15;2;1087;1495;7120;199530
235348;2023-09-18T21:57;19;22;11;13;1178;1708;13740;207360
235349;2023-09-18T22:12;2;5;7;18;1323;1716;13020;210700
235350;2023-09-18T22:27;6;9;8;21;1101;1469;9400;214840
235351;2023-09-18T22:42;2;6;3;2;1311;1716;12200;220130
235352;2023-09-18T22:57;26;12;19;5;1175;1584;12100;225090
235353;2023-09-18T23:12;20;16;12;24;1012;1600;8040;228830
235354;2023-09-18T23:27;16;14;23;10;967;1275;8780;236790
235355;2023-09-18T23:42;14;5;23;8;875;1062;6820;240760
235356;2023-09-18T23:57;15;2;21;14;810;1280;9520;244560
235357;2023-09-19T00:12;11;23;2;8;821;1090;8740;247840
235358;2023-09-19T00:27;25;23;4;10;724;997;6500;250000
235359;2023-09-19T00:42;19;15;25;1;712;896;5800;253470
235360;2023-09-19T00:57;23;4;22;3;1181;1518;10780;256630
235361;2023-09-19T01:12;24;10;3;18;538;637;4100;261030
235362;2023-09-19T01:27;1;16;14;25;440;519;2940;263300
235363;2023-09-19T01:42;8;10;24;8;488;512;3800;265550
235364;2023-09-19T01:57;9;13;25;17;336;382;270690;268490
235365;2023-09-19T02:12;4;10;15;25;309;411;3400;100000
235366;2023-09-19T02:27;14;22;8;16;285;316;2320;100000
235367;2023-09-19T02:42;18;11;4;18;264;287;1440;100000
235368;2023-09-19T02:57;22;24;13;22;265;332;1520;100000
235369;2023-09-19T03:12;2;24;2;8;199;311;1680;100000
235370;2023-09-19T03:27;1;5;8;12;264;410;3020;100000
235371;2023-09-19T03:42;17;2;7;11;251;397;2340;100000
235372;2023-09-19T03:57;12;7;5;8;282;342;2100;100000
235373;2023-09-19T04:12;9;3;20;6;263;337;1960;100000
235374;2023-09-19T04:27;22;19;9;17;259;291;1740;100000
235375;2023-09-19T04:42;10;11;18;21;385;457;3060;100000
235376;2023-09-19T04:57;9;18;26;4;304;358;1780;100000
235377;2023-09-19T05:12;22;1;7;21;364;401;2540;100000
235378;2023-09-19T05:27;14;12;3;25;347;404;2460;100000
235379;2023-09-19T05:42;15;18;24;22;359;401;2540;100000
235380;2023-09-19T05:57;18;26;3;9;398;507;2740;100000
235381;2023-09-19T06:12;3;22;8;4;378;430;3380;100000
235382;2023-09-19T06:27;5;1;6;5;414;597;4080;100000
235383;2023-09-19T06:42;20;12;25;14;524;699;3540;100000
235384;2023-09-19T06:57;7;1;18;12;522;723;4500;100000
235385;2023-09-19T07:12;2;14;16;1;500;710;4480;100000
235386;2023-09-19T07:27;15;25;8;19;602;703;5100;100000
235387;2023-09-19T07:42;25;7;17;25;660;742;4840;100000
235388;2023-09-19T07:57;15;25;10;13;588;692;4760;100000
235389;2023-09-19T08:12;25;17;10;18;678;775;4840;100000
235390;2023-09-19T08:27;10;26;15;10;615;677;5040;100000
235391;2023-09-19T08:42;21;5;9;21;627;774;6440;100000
235392;2023-09-19T08:57;18;26;25;12;536;611;3420;100000
235393;2023-09-19T09:12;7;19;3;24;666;777;4300;100000
235394;2023-09-19T09:27;20;21;24;17;619;791;4220;100000
235395;2023-09-19T09:42;15;25;25;21;713;846;7040;100000
235396;2023-09-19T09:57;18;15;21;6;768;919;6840;100000
235397;2023-09-19T10:12;7;19;13;7;776;912;9540;100000
235398;2023-09-19T10:27;19;17;10;11;810;1017;6080;100000
235399;2023-09-19T10:42;5;18;9;15;871;1003;8940;100000
235400;2023-09-19T10:57;1;18;3;22;920;1265;6840;100000
235401;2023-09-19T11:12;7;9;24;7;834;1039;7600;100000
235402;2023-09-19T11:27;6;11;3;5;900;1112;8000;100000
235403;2023-09-19T11:42;21;1;24;14;850;1265;5460;100000
235404;2023-09-19T11:57;16;21;2;1;861;1189;5880;100000
235405;2023-09-19T12:12;16;10;20;6;790;1062;6860;100000
235406;2023-09-19T12:27;25;7;16;20;841;1121;7020;100000
235407;2023-09-19T12:42;8;5;16;10;735;889;109140;100000
235408;2023-09-19T12:57;21;17;16;14;773;1034;5520;100000
235409;2023-09-19T13:12;18;6;7;9;889;1362;8000;100000
235410;2023-09-19T13:27;22;25;12;22;830;1045;7080;100000
235411;2023-09-19T13:42;23;21;26;2;819;972;6380;100000
235412;2023-09-19T13:57;25;13;19;10;892;1069;6640;100000
235413;2023-09-19T14:12;24;12;15;12;900;1088;7620;100000
235414;2023-09-19T14:27;22;13;6;13;885;1075;7480;100000
235415;2023-09-19T14:42;9;15;12;25;740;851;4620;100000
235416;2023-09-19T14:57;24;19;2;5;794;1090;6200;100000
235417;2023-09-19T15:12;24;20;20;24;728;933;8540;100000
235418;2023-09-19T15:27;18;5;14;5;727;1033;6920;100000
235419;2023-09-19T15:42;26;16;13;24;791;1048;6860;100000
235420;2023-09-19T15:57;9;14;15;2;783;1021;6260;100000
235421;2023-09-19T16:12;20;22;7;3;843;1037;6920;100000
235422;2023-09-19T16:27;3;19;1;19;754;923;6160;100000
235423;2023-09-19T16:42;11;17;20;23;1140;1314;8440;100000
235424;2023-09-19T16:57;24;12;26;17;871;992;5140;100000
235425;2023-09-19T17:12;7;17;16;21;791;984;9120;100000
235426;2023-09-19T17:27;26;2;8;6;853;993;9060;100000
235427;2023-09-19T17:42;13;7;2;8;758;972;7480;100000
235428;2023-09-19T17:57;9;5;23;22;748;1034;8100;100000
235429;2023-09-19T18:12;4;15;11;3;676;792;5820;100000
235430;2023-09-19T18:27;5;7;14;1;768;997;8040;100000
235431;2023-09-19T18:42;4;15;1;18;686;826;5860;100000
235432;2023-09-19T18:57;10;23;15;20;711;857;4800;100000
235433;2023-09-19T19:12;14;10;22;8;706;1092;6900;100000
235434;2023-09-19T19:27;3;25;17;5;792;1029;6960;100000
235435;2023-09-19T19:42;8;17;15;16;824;941;6740;100000
235436;2023-09-19T19:57;13;5;4;16;728;914;5900;100000
235437;2023-09-19T20:12;15;10;11;17;831;1089;8580;100000
235438;2023-09-19T20:27;2;21;25;19;700;875;5000;100000
235439;2023-09-19T20:42;23;7;7;23;568;704;4940;100000
235440;2023-09-19T20:57;25;8;17;22;819;1000;8160;101780
235441;2023-09-19T21:12;17;2;4;3;725;823;5120;103620
235442;2023-09-19T21:27;8;25;13;3;822;959;6980;106730
235443;2023-09-19T21:42;14;7;25;20;764;875;5660;109340
235444;2023-09-19T21:57;8;9;22;2;900;1153;7640;112430
235445;2023-09-19T22:12;6;1;5;20;711;854;5060;116320
235446;2023-09-19T22:27;20;26;4;14;680;843;4980;119800
235447;2023-09-19T22:42;10;22;1;15;776;975;5340;123250
235448;2023-09-19T22:57;18;15;7;6;775;973;6380;127660
235449;2023-09-19T23:12;6;11;17;15;694;812;5000;131010
235450;2023-09-19T23:27;3;19;17;10;687;887;7440;134130
235451;2023-09-19T23:42;23;22;16;4;629;798;5280;135560
235452;2023-09-19T23:57;12;9;10;18;541;685;5120;138260
235453;2023-09-20T00:12;14;10;13;19;655;744;4980;139990
235454;2023-09-20T00:27;23;21;11;9;574;653;4760;142450
235455;2023-09-20T00:42;25;15;14;26;494;559;4220;144220
235456;2023-09-20T00:57;7;3;18;16;409;458;2300;145590
235457;2023-09-20T01:12;19;23;23;15;392;434;3520;147870
235458;2023-09-20T01:27;26;2;22;3;359;472;2280;148690
235459;2023-09-20T01:42;13;3;3;19;344;562;3080;151130
235460;2023-09-20T01:57;24;20;6;24;353;412;2140;153670
235461;2023-09-20T02:12;10;24;21;15;296;359;3140;155650
235462;2023-09-20T02:27;16;17;24;10;328;349;2160;156100
235463;2023-09-20T02:42;24;5;16;10;254;1559;7120;157430
235464;2023-09-20T02:57;12;7;16;17;450;880;8340;165900
235465;2023-09-20T03:12;20;14;26;13;309;338;2940;166360
235466;2023-09-20T03:27;25;14;9;20;270;294;1640;166800
235467;2023-09-20T03:42;16;4;10;15;250;282;2580;168100
235468;2023-09-20T03:57;16;25;12;11;240;286;2060;168340
235469;2023-09-20T04:12;26;6;1;7;329;363;2220;169140
235470;2023-09-20T04:27;12;1;4;13;372;449;3840;170550
235471;2023-09-20T04:42;19;24;5;14;402;488;4960;171200
235472;2023-09-20T04:57;20;22;21;26;383;454;2440;171120
235473;2023-09-20T05:12;4;3;12;17;606;641;4680;173220
235474;2023-09-20T05:27;23;15;20;5;530;575;3440;174950
235475;2023-09-20T05:42;23;9;12;6;454;499;3820;177260
235476;2023-09-20T05:57;21;19;26;8;454;580;3340;178430
235477;2023-09-20T06:12;2;8;6;23;508;581;4500;180890
235478;2023-09-20T06:27;6;10;20;7;602;655;5260;182200
235479;2023-09-20T06:42;14;8;15;18;686;872;5180;183490
235480;2023-09-20T06:57;26;7;5;12;679;787;5000;187030
235481;2023-09-20T07:12;8;3;4;10;689;908;5440;189900
235482;2023-09-20T07:27;21;8;11;20;759;962;9200;193540
235483;2023-09-20T07:42;8;26;9;1;863;992;6360;193960
235484;2023-09-20T07:57;25;12;14;6;856;1098;6040;197520
235485;2023-09-20T08:12;12;3;25;3;870;1051;5460;202460
235486;2023-09-20T08:27;23;10;10;23;928;1037;7620;207510
235487;2023-09-20T08:42;17;15;13;4;936;1118;8420;210260
235488;2023-09-20T08:57;10;25;23;1;1098;1228;7200;213020
235489;2023-09-20T09:12;22;9;3;12;954;2180;14660;218100
235490;2023-09-20T09:27;10;24;9;21;1016;1618;11680;225240
235491;2023-09-20T09:42;14;17;16;20;1007;1507;9200;229740
235492;2023-09-20T09:57;22;16;16;11;1388;1653;9560;235610
235493;2023-09-20T10:12;9;3;21;16;1281;1546;10980;242580
235494;2023-09-20T10:27;7;3;20;7;1466;1689;14300;247060
235495;2023-09-20T10:42;5;8;9;4;1481;1774;13160;249650
235496;2023-09-20T10:57;1;22;22;17;1529;1807;10940;254230
235497;2023-09-20T11:12;20;21;17;21;1521;1831;11620;261360
